,country,cases
34191,Malawi,101
34196,Marshall Islands,0
34195,Malta,612
34194,Mali,1116
34193,Maldives,1457
34192,Malaysia,7619
34220,Pakistan,61227
34197,Mauritania,292
34204,Morocco,7601
34211,Netherlands,77
34206,Namibia,22
34207,Nepal,886
34208,Netherlands,101
34209,Netherlands,6
34210,Netherlands,18
34212,Netherlands,45768
34213,New Zealand,1504
34214,Nicaragua,759
34215,Niger,952
34216,Nigeria,8733
34217,North Macedonia,2039
34218,Norway,8401
34219,Oman,8373
34190,Madagascar,612
34205,Mozambique,227
34189,MS Zaandam,9
34173,Jordan,720
34187,Lithuania,1647
34221,Panama,11728
34157,Guinea-Bissau,1195
34158,Guyana,139
34159,Haiti,1320
34160,Holy See,12
34161,Honduras,4640
34162,Hungary,3793
34163,Iceland,1805
34164,India,158086
34165,Indonesia,23851
34166,Iran,141591
34167,Iraq,5135
34168,Ireland,24803
34169,Israel,16793
34188,Luxembourg,4001
34170,Italy,231139
34172,Japan,16528
34174,Kazakhstan,9304
34175,Kenya,1471
34176,"Korea, South",11344
34177,Kosovo,1047
34178,Kuwait,23267
34179,Kyrgyzstan,1520
34180,Laos,19
34181,Latvia,1057
34182,Lebanon,1161
34183,Lesotho,2
34184,Liberia,266
34185,Libya,99
34186,Liechtenstein,82
34171,Jamaica,569
34222,Papua New Guinea,8
34289,Zimbabwe,132
34224,Peru,135905
34260,Timor-Leste,24
34261,Togo,395
34262,Trinidad and Tobago,116
34263,Tunisia,1051
34264,Turkey,159797
34265,US,1704217
34266,Uganda,281
34267,Ukraine,21905
34268,United Arab Emirates,31969
34269,United Kingdom,3
34270,United Kingdom,139
34271,United Kingdom,8
34272,United Kingdom,140
34273,United Kingdom,560
34259,Thailand,3054
34274,United Kingdom,13
34276,United Kingdom,336
34277,United Kingdom,11
34278,United Kingdom,12
34279,United Kingdom,250739
34280,Uruguay,803
34281,Uzbekistan,3369
34282,Vanuatu,0
34283,Venezuela,1245
34284,Vietnam,327
34285,West Bank and Gaza,434
34286,Western Sahara,9
34287,Yemen,256
34288,Zambia,1057
34156,Guinea,3275
34275,United Kingdom,157
34258,Tanzania,509
34257,Tajikistan,3424
34256,Taiwan,441
34225,Philippines,15049
34226,Poland,22473
34227,Portugal,31292
34228,Qatar,48947
34229,Romania,18594
34230,Russia,370680
34231,Rwanda,346
34232,Saint Kitts and Nevis,15
34233,Saint Lucia,18
34234,Saint Vincent and the Grenadines,18
34235,San Marino,667
34236,Sao Tome and Principe,443
34237,Saudi Arabia,78541
34238,Senegal,3253
34239,Serbia,11275
34240,Seychelles,11
34241,Sierra Leone,782
34255,Syria,121
34254,Switzerland,30776
34253,Sweden,36417
34252,Suriname,12
34251,Sudan,4346
34250,Sri Lanka,1469
34223,Paraguay,884
34249,Spain,236259
34247,South Africa,25937
34246,Somalia,1731
34245,Solomon Islands,0
34244,Slovenia,1471
34243,Slovakia,1515
34242,Singapore,32876
34248,South Sudan,994
34155,Guatemala,4145
34020,Afghanistan,12456
34153,Greece,2903
34055,Burundi,42
34056,Cabo Verde,390
34057,Cambodia,124
34058,Cameroon,5436
34059,Canada,6926
34060,Canada,2550
34061,Canada,1
34062,Canada,13
34063,Canada,292
34064,Canada,123
34065,Canada,260
34066,Canada,5
34067,Canada,1053
34068,Canada,27943
34054,Burma,206
34069,Canada,27
34071,Canada,637
34072,Canada,11
34073,Canada,0
34074,Central African Republic,702
34075,Chad,715
34076,Chile,97183
34077,China,991
34078,China,593
34079,China,579
34080,China,358
34081,China,139
34082,China,1592
34083,China,254
34084,China,147
34070,Canada,49148
34085,China,169
34053,Burkina Faso,845
34051,Brunei,141
34021,Albania,1050
34022,Algeria,8857
34023,Andorra,763
34024,Angola,71
34025,Antigua and Barbuda,25
34026,Argentina,13933
34027,Armenia,7774
34028,Australia,107
34029,Australia,3090
34030,Australia,29
34031,Australia,1058
34032,Australia,440
34033,Australia,228
34034,Australia,1628
34052,Bulgaria,2460
34035,Australia,570
34037,Azerbaijan,4568
34038,Bahamas,100
34039,Bahrain,9692
34040,Bangladesh,38292
34041,Barbados,92
34042,Belarus,38956
34043,Belgium,57592
34044,Belize,18
34045,Benin,210
34046,Bhutan,28
34047,Bolivia,7768
34048,Bosnia and Herzegovina,2435
34049,Botswana,35
34050,Brazil,411821
34036,Austria,16591
34086,China,328
34154,Grenada,23
34088,China,1276
34123,Diamond Princess,712
34124,Djibouti,2697
34125,Dominica,16
34126,Dominican Republic,15723
34127,Ecuador,38103
34128,Egypt,19666
34129,El Salvador,2109
34130,Equatorial Guinea,1043
34131,Eritrea,39
34132,Estonia,1840
34133,Eswatini,272
34134,Ethiopia,731
34135,Fiji,18
34137,France,406
34138,France,60
34139,France,161
34140,France,197
34141,France,1645
34142,France,18
34143,France,460
34144,France,6
34145,France,1
34146,France,40
34147,France,180044
34148,Gabon,2319
34149,Gambia,25
34150,Georgia,735
34151,Germany,181524
34152,Ghana,7303
34122,Denmark,11480
34121,Denmark,13
34136,Finland,6692
34119,Czechia,9086
34120,Denmark,187
34090,China,68135
34091,China,1019
34092,China,232
34093,China,653
34094,China,937
34095,China,155
34096,China,149
34097,China,45
34098,China,75
34099,China,18
34100,China,308
34101,China,788
34102,China,671
34103,China,198
34089,China,1066
34087,China,945
34104,China,564
34117,Cuba,1974
34116,Croatia,2244
34115,Cote d'Ivoire,2556
34114,Costa Rica,984
34113,Congo (Kinshasa),2546
34112,Congo (Brazzaville),571
34118,Cyprus,939
34110,Colombia,24104
34109,China,1268
34108,China,185
34107,China,76
34106,China,1
34105,China,192
34111,Comoros,87
34472,Mongolia,161
34471,Monaco,98
34470,Moldova,7725
34469,Mexico,81400
34468,Mauritius,334
34465,Malta,616
34466,Marshall Islands,0
34464,Mali,1194
34463,Maldives,1513
34462,Malaysia,7629
34461,Malawi,203
34473,Montenegro,324
34467,Mauritania,346
34474,Morocco,7643
34460,Madagascar,656
34476,Namibia,22
34477,Nepal,1042
34478,Netherlands,101
34479,Netherlands,6
34480,Netherlands,18
34481,Netherlands,77
34483,New Zealand,1504
34484,Nicaragua,759
34485,Niger,955
34486,Nigeria,8915
34487,North Macedonia,2077
34488,Norway,8411
34489,Oman,9009
34490,Pakistan,64028
34475,Mozambique,233
34482,Netherlands,45950
34427,Guinea-Bissau,1195
34457,Lithuania,1656
34491,Panama,12131
34428,Guyana,150
34429,Haiti,1320
34430,Holy See,12
34431,Honduras,4752
34432,Hungary,3816
34433,Iceland,1805
34434,India,165386
34435,Indonesia,24538
34436,Iran,143849
34437,Iraq,5457
34438,Ireland,24841
34439,Israel,16872
34440,Italy,231732
34459,MS Zaandam,9
34441,Jamaica,569
34443,Jordan,728
34444,Kazakhstan,9576
34445,Kenya,1618
34446,"Korea, South",11402
34447,Kosovo,1048
34448,Kuwait,24112
34449,Kyrgyzstan,1594
34450,Laos,19
34451,Latvia,1061
34452,Lebanon,1168
34453,Lesotho,2
34454,Liberia,269
34455,Libya,105
34456,Liechtenstein,82
34442,Japan,16598
34492,Papua New Guinea,8
34525,Syria,122
34494,Peru,141779
34530,Timor-Leste,24
34531,Togo,422
34532,Trinidad and Tobago,116
34533,Tunisia,1068
34534,Turkey,160979
34535,US,1727097
34536,Uganda,317
34537,Ukraine,22382
34538,United Arab Emirates,32532
34539,United Kingdom,3
34540,United Kingdom,140
34541,United Kingdom,8
34542,United Kingdom,140
34543,United Kingdom,560
34529,Thailand,3065
34544,United Kingdom,13
34546,United Kingdom,336
34547,United Kingdom,11
34548,United Kingdom,12
34549,United Kingdom,252473
34550,Uruguay,811
34551,Uzbekistan,3444
34552,Vanuatu,0
34553,Venezuela,1325
34554,Vietnam,327
34555,West Bank and Gaza,446
34556,Western Sahara,9
34557,Yemen,278
34558,Zambia,1057
34559,Zimbabwe,149
34545,United Kingdom,158
34528,Tanzania,509
34527,Tajikistan,3563
34526,Taiwan,441
34495,Philippines,15588
34496,Poland,22825
34497,Portugal,31596
34498,Qatar,50914
34499,Romania,18791
34500,Russia,379051
34501,Rwanda,349
34502,Saint Kitts and Nevis,15
34503,Saint Lucia,18
34504,Saint Vincent and the Grenadines,25
34505,San Marino,670
34506,Sao Tome and Principe,458
34507,Saudi Arabia,80185
34508,Senegal,3348
34509,Serbia,11300
34510,Seychelles,11
34511,Sierra Leone,812
34426,Guinea,3553
34524,Switzerland,30796
34523,Sweden,37191
34522,Suriname,12
34521,Sudan,4346
34520,Sri Lanka,1530
34493,Paraguay,900
34519,Spain,237906
34517,South Africa,27403
34516,Somalia,1828
34515,Solomon Islands,0
34514,Slovenia,1473
34513,Slovakia,1520
34512,Singapore,33249
34518,South Sudan,994
34425,Guatemala,4348
34458,Luxembourg,4008
34423,Greece,2906
34324,Burma,206
34325,Burundi,42
34326,Cabo Verde,390
34327,Cambodia,124
34328,Cameroon,5436
34329,Canada,6955
34330,Canada,2558
34331,Canada,1
34332,Canada,13
34333,Canada,294
34334,Canada,126
34335,Canada,261
34336,Canada,5
34337,Canada,1055
34323,Burkina Faso,847
34338,Canada,28320
34340,Canada,49711
34341,Canada,639
34342,Canada,11
34343,Canada,0
34344,Central African Republic,755
34345,Chad,726
34346,Chile,101837
34347,China,991
34348,China,593
34349,China,579
34350,China,358
34351,China,139
34352,China,1592
34353,China,254
34339,Canada,27
34354,China,147
34322,Bulgaria,2477
34320,Brazil,438238
34290,Afghanistan,13036
34291,Albania,1076
34292,Algeria,8997
34293,Andorra,763
34294,Angola,74
34295,Antigua and Barbuda,25
34296,Argentina,14702
34297,Armenia,8216
34298,Australia,107
34299,Australia,3092
34300,Australia,29
34301,Australia,1058
34302,Australia,440
34303,Australia,228
34321,Brunei,141
34304,Australia,1634
34306,Austria,16628
34307,Azerbaijan,4759
34308,Bahamas,101
34309,Bahrain,10052
34310,Bangladesh,40321
34311,Barbados,92
34312,Belarus,39858
34313,Belgium,57849
34314,Belize,18
34315,Benin,210
34316,Bhutan,31
34317,Bolivia,8387
34318,Bosnia and Herzegovina,2462
34319,Botswana,35
34305,Australia,577
34355,China,169
34424,Grenada,23
34357,China,945
34393,Diamond Princess,712
34394,Djibouti,2914
34395,Dominica,16
34396,Dominican Republic,16068
34397,Ecuador,38471
34398,Egypt,20793
34399,El Salvador,2194
34400,Equatorial Guinea,1043
34401,Eritrea,39
34402,Estonia,1851
34403,Eswatini,279
34404,Ethiopia,831
34356,China,328
34406,Finland,6743
34392,Denmark,11512
34407,France,436
34409,France,161
34410,France,197
34411,France,1670
34412,France,19
34413,France,465
34414,France,6
34415,France,1
34416,France,40
34417,France,183309
34418,Gabon,2431
34419,Gambia,25
34420,Georgia,738
34421,Germany,182196
34422,Ghana,7303
34408,France,60
34391,Denmark,13
34405,Fiji,18
34389,Czechia,9140
34390,Denmark,187
34359,China,1066
34360,China,68135
34361,China,1019
34362,China,232
34363,China,653
34364,China,937
34365,China,155
34366,China,149
34367,China,45
34368,China,75
34369,China,18
34370,China,308
34371,China,788
34372,China,671
34358,China,1276
34374,China,564
34373,China,198
34387,Cuba,1983
34386,Croatia,2245
34385,Cote d'Ivoire,2641
34384,Costa Rica,1000
34383,Congo (Kinshasa),2660
34382,Congo (Brazzaville),571
34388,Cyprus,941
34380,Colombia,25366
34379,China,1268
34378,China,185
34377,China,76
34376,China,1
34375,China,192
34381,Comoros,87
34742,Mongolia,179
34741,Monaco,98
34740,Moldova,7896
34739,Mexico,84627
34738,Mauritius,335
34735,Malta,616
34736,Marshall Islands,0
34734,Mali,1226
34733,Maldives,1591
34732,Malaysia,7732
34731,Malawi,273
34743,Montenegro,324
34737,Mauritania,423
34744,Morocco,7714
34752,Netherlands,46126
34746,Namibia,23
34747,Nepal,1212
34748,Netherlands,101
34749,Netherlands,6
34750,Netherlands,18
34751,Netherlands,77
34753,New Zealand,1504
34754,Nicaragua,759
34755,Niger,955
34756,Nigeria,9302
34757,North Macedonia,2129
34758,Norway,8422
34759,Oman,9820
34760,Pakistan,66457
34745,Mozambique,234
34730,Madagascar,698
34697,Guinea-Bissau,1256
34728,Luxembourg,4012
34761,Panama,12531
34698,Guyana,150
34699,Haiti,1584
34700,Holy See,12
34701,Honduras,4752
34702,Hungary,3841
34703,Iceland,1805
34704,India,173491
34705,Indonesia,25216
34706,Iran,146668
34707,Iraq,5873
34708,Ireland,24876
34709,Israel,16987
34710,Italy,232248
34711,Jamaica,575
34712,Japan,16673
34713,Jordan,730
34727,Lithuania,1662
34726,Liechtenstein,82
34725,Libya,118
34724,Liberia,273
34723,Lesotho,2
34722,Lebanon,1172
34729,MS Zaandam,9
34721,Latvia,1064
34719,Kyrgyzstan,1662
34718,Kuwait,25184
34717,Kosovo,1052
34716,"Korea, South",11441
34715,Kenya,1745
34714,Kazakhstan,9932
34720,Laos,19
34762,Papua New Guinea,8
34795,Syria,122
34764,Peru,148285
34800,Timor-Leste,24
34801,Togo,428
34802,Trinidad and Tobago,116
34803,Tunisia,1071
34804,Turkey,162120
34805,US,1751301
34806,Uganda,329
34807,Ukraine,22811
34808,United Arab Emirates,33170
34809,United Kingdom,3
34810,United Kingdom,140
34811,United Kingdom,8
34812,United Kingdom,141
34813,United Kingdom,560
34799,Thailand,3076
34814,United Kingdom,13
34816,United Kingdom,336
34817,United Kingdom,11
34818,United Kingdom,12
34819,United Kingdom,253977
34820,Uruguay,816
34821,Uzbekistan,3468
34822,Vanuatu,0
34823,Venezuela,1370
34824,Vietnam,328
34825,West Bank and Gaza,446
34826,Western Sahara,9
34827,Yemen,283
34828,Zambia,1057
34696,Guinea,3656
34815,United Kingdom,161
34763,Paraguay,917
34798,Tanzania,509
34796,Taiwan,442
34765,Philippines,16634
34766,Poland,23155
34767,Portugal,31946
34768,Qatar,52907
34769,Romania,18982
34770,Russia,387623
34771,Rwanda,355
34772,Saint Kitts and Nevis,15
34773,Saint Lucia,18
34774,Saint Vincent and the Grenadines,26
34775,San Marino,671
34776,Sao Tome and Principe,463
34777,Saudi Arabia,81766
34778,Senegal,3429
34797,Tajikistan,3686
34779,Serbia,11354
34781,Sierra Leone,829
34782,Singapore,33860
34783,Slovakia,1520
34784,Slovenia,1473
34785,Solomon Islands,0
34786,Somalia,1828
34787,South Africa,29240
34788,South Sudan,994
34789,Spain,238564
34790,Sri Lanka,1558
34791,Sudan,4521
34792,Suriname,12
34793,Sweden,37964
34794,Switzerland,30828
34780,Seychelles,11
34829,Zimbabwe,149
34695,Guatemala,4607
34693,Greece,2909
34594,Burma,207
34595,Burundi,42
34596,Cabo Verde,405
34597,Cambodia,124
34598,Cameroon,5436
34599,Canada,6979
34600,Canada,2562
34601,Canada,1
34602,Canada,13
34603,Canada,294
34604,Canada,128
34605,Canada,261
34606,Canada,5
34607,Canada,1055
34593,Burkina Faso,847
34608,Canada,28700
34610,Canada,50232
34611,Canada,641
34612,Canada,11
34613,Canada,0
34614,Central African Republic,874
34615,Chad,759
34616,Chile,105532
34617,China,991
34618,China,593
34619,China,579
34620,China,358
34621,China,139
34622,China,1593
34623,China,254
34609,Canada,27
34624,China,147
34592,Bulgaria,2485
34590,Brazil,465166
34694,Grenada,23
34561,Albania,1099
34562,Algeria,9134
34563,Andorra,764
34564,Angola,81
34565,Antigua and Barbuda,25
34566,Argentina,15419
34567,Armenia,8676
34568,Australia,107
34569,Australia,3092
34570,Australia,29
34571,Australia,1058
34572,Australia,440
34573,Australia,228
34591,Brunei,141
34574,Australia,1645
34576,Austria,16655
34577,Azerbaijan,4989
34578,Bahamas,102
34579,Bahrain,10449
34580,Bangladesh,42844
34581,Barbados,92
34582,Belarus,40764
34583,Belgium,58061
34584,Belize,18
34585,Benin,224
34586,Bhutan,31
34587,Bolivia,8731
34588,Bosnia and Herzegovina,2485
34589,Botswana,35
34575,Australia,585
34625,China,169
34560,Afghanistan,13659
34627,China,945
34663,Diamond Princess,712
34664,Djibouti,2914
34665,Dominica,16
34666,Dominican Republic,16531
34667,Ecuador,38571
34668,Egypt,22082
34669,El Salvador,2278
34670,Equatorial Guinea,1306
34671,Eritrea,39
34672,Estonia,1859
34673,Eswatini,279
34674,Ethiopia,968
34675,Fiji,18
34676,Finland,6776
34662,Denmark,11593
34677,France,450
34679,France,162
34680,France,200
34681,France,1699
34682,France,19
34683,France,470
34684,France,6
34685,France,1
34686,France,40
34687,France,183816
34688,Gabon,2613
34689,Gambia,25
34690,Georgia,746
34691,Germany,182922
34626,China,328
34678,France,60
34661,Denmark,13
34692,Ghana,7616
34659,Czechia,9196
34660,Denmark,187
34629,China,1079
34630,China,68135
34631,China,1019
34632,China,232
34633,China,653
34634,China,937
34635,China,155
34636,China,149
34637,China,45
34638,China,75
34639,China,18
34640,China,308
34641,China,790
34642,China,672
34628,China,1276
34644,China,564
34643,China,198
34658,Cyprus,942
34657,Cuba,2005
34656,Croatia,2245
34655,Cote d'Ivoire,2750
34653,Congo (Kinshasa),2833
34652,Congo (Brazzaville),571
34654,Costa Rica,1022
34650,Colombia,26688
34649,China,1268
34648,China,185
34647,China,76
34646,China,1
34645,China,192
34651,Comoros,87
35008,Mauritius,335
35011,Monaco,99
35010,Moldova,8098
35009,Mexico,87512
35007,Mauritania,483
35000,Madagascar,758
35005,Malta,618
35004,Mali,1250
35003,Maldives,1672
35002,Malaysia,7762
35001,Malawi,279
35012,Mongolia,179
35006,Marshall Islands,0
35013,Montenegro,324
35020,Netherlands,19
35015,Mozambique,244
35016,Namibia,23
35017,Nepal,1401
35018,Netherlands,101
35019,Netherlands,6
35021,Netherlands,77
35022,Netherlands,46257
35023,New Zealand,1504
35024,Nicaragua,759
35025,Niger,956
35026,Nigeria,9855
35027,North Macedonia,2164
35028,Norway,8437
34999,MS Zaandam,9
35014,Morocco,7780
35029,Oman,10423
34983,Jordan,734
34996,Liechtenstein,82
34966,Guinea,3706
34967,Guinea-Bissau,1256
34968,Guyana,152
34969,Haiti,1865
34970,Holy See,12
34971,Honduras,5094
34972,Hungary,3867
34973,Iceland,1806
34974,India,181827
34975,Indonesia,25773
34976,Iran,148950
34977,Iraq,6179
34978,Ireland,24929
34979,Israel,17012
34997,Lithuania,1670
34980,Italy,232664
34982,Japan,16716
35030,Pakistan,69496
34984,Kazakhstan,10382
34985,Kenya,1888
34986,"Korea, South",11468
34987,Kosovo,1064
34988,Kuwait,26192
34989,Kyrgyzstan,1722
34990,Laos,19
34991,Latvia,1065
34992,Lebanon,1191
34993,Lesotho,2
34994,Liberia,280
34995,Libya,130
34981,Jamaica,581
35031,Panama,13018
35047,Saudi Arabia,83384
35033,Paraguay,964
35070,Timor-Leste,24
35071,Togo,433
35072,Trinidad and Tobago,117
35073,Tunisia,1076
35074,Turkey,163103
35075,US,1775081
35076,Uganda,413
35077,Ukraine,23204
35078,United Arab Emirates,33896
35079,United Kingdom,3
35080,United Kingdom,140
35081,United Kingdom,8
35082,United Kingdom,141
35083,United Kingdom,560
35069,Thailand,3077
35084,United Kingdom,13
35086,United Kingdom,336
35087,United Kingdom,11
35088,United Kingdom,12
35089,United Kingdom,255076
35090,Uruguay,821
35091,Uzbekistan,3546
35092,Vanuatu,0
35093,Venezuela,1459
35094,Vietnam,328
35095,West Bank and Gaza,447
35096,Western Sahara,9
35097,Yemen,310
35098,Zambia,1057
35099,Zimbabwe,174
35085,United Kingdom,169
35068,Tanzania,509
35067,Tajikistan,3807
35066,Taiwan,442
35034,Peru,155671
35035,Philippines,17224
35036,Poland,23571
35037,Portugal,32203
35038,Qatar,55262
35039,Romania,19133
35040,Russia,396575
35041,Rwanda,359
35042,Saint Kitts and Nevis,15
35043,Saint Lucia,18
35044,Saint Vincent and the Grenadines,26
35045,San Marino,671
35046,Sao Tome and Principe,479
35048,Senegal,3535
35049,Serbia,11381
35050,Seychelles,11
35051,Sierra Leone,852
35065,Syria,122
34965,Guatemala,4739
35063,Sweden,38396
35062,Suriname,14
35061,Sudan,4800
35060,Sri Lanka,1620
35032,Papua New Guinea,8
35059,Spain,239228
35057,South Africa,30967
35056,Somalia,1916
35055,Solomon Islands,0
35054,Slovenia,1473
35053,Slovakia,1521
35052,Singapore,34366
35058,South Sudan,994
35064,Switzerland,30845
34998,Luxembourg,4016
34962,Ghana,7768
34863,Burkina Faso,847
34864,Burma,224
34865,Burundi,63
34866,Cabo Verde,421
34867,Cambodia,125
34868,Cameroon,5904
34869,Canada,6992
34870,Canada,2573
34871,Canada,1
34872,Canada,13
34873,Canada,294
34874,Canada,129
34875,Canada,261
34876,Canada,5
34862,Bulgaria,2499
34877,Canada,1056
34879,Canada,27
34880,Canada,50651
34881,Canada,645
34882,Canada,11
34883,Canada,0
34884,Central African Republic,962
34885,Chad,759
34886,Chile,118720
34887,China,991
34888,China,593
34889,China,579
34890,China,358
34891,China,139
34892,China,1593
34878,Canada,29023
34893,China,254
34861,Brunei,141
34859,Botswana,35
34963,Greece,2915
34830,Afghanistan,14525
34831,Albania,1122
34832,Algeria,9267
34833,Andorra,764
34834,Angola,84
34835,Antigua and Barbuda,25
34836,Argentina,16214
34837,Armenia,8927
34838,Australia,107
34839,Australia,3095
34840,Australia,29
34841,Australia,1058
34842,Australia,440
34860,Brazil,498440
34843,Australia,228
34845,Australia,586
34846,Austria,16685
34847,Azerbaijan,5246
34848,Bahamas,102
34849,Bahrain,10793
34850,Bangladesh,44608
34851,Barbados,92
34852,Belarus,41658
34853,Belgium,58186
34854,Belize,18
34855,Benin,224
34856,Bhutan,33
34857,Bolivia,9592
34858,Bosnia and Herzegovina,2494
34844,Australia,1649
34894,China,147
34964,Grenada,23
34896,China,328
34932,Denmark,11633
34933,Diamond Princess,712
34934,Djibouti,3194
34935,Dominica,16
34936,Dominican Republic,16908
34937,Ecuador,38571
34938,Egypt,23449
34939,El Salvador,2395
34940,Equatorial Guinea,1306
34941,Eritrea,39
34942,Estonia,1865
34943,Eswatini,283
34944,Ethiopia,1063
34945,Fiji,18
34931,Denmark,13
34946,Finland,6826
34948,France,60
34949,France,162
34950,France,200
34951,France,1699
34952,France,19
34953,France,471
34954,France,6
34955,France,1
34956,France,41
34957,France,185616
34958,Gabon,2655
34959,Gambia,25
34960,Georgia,757
34895,China,169
34947,France,477
34930,Denmark,187
34961,Germany,183189
34928,Cyprus,944
34929,Czechia,9230
34897,China,945
34898,China,1276
34899,China,1082
34900,China,68135
34901,China,1019
34902,China,232
34903,China,653
34904,China,937
34906,China,149
34907,China,45
34908,China,75
34909,China,18
34910,China,308
34911,China,792
34905,China,155
34913,China,198
34927,Cuba,2025
34912,China,672
34925,Cote d'Ivoire,2799
34924,Costa Rica,1047
34923,Congo (Kinshasa),2966
34922,Congo (Brazzaville),571
34921,Comoros,106
34926,Croatia,2246
34919,China,1268
34914,China,564
34918,China,185
34917,China,76
34916,China,1
34915,China,192
34920,Colombia,28236
35281,Monaco,99
35280,Moldova,8251
35279,Mexico,90664
35278,Mauritius,335
35277,Mauritania,530
35274,Mali,1265
35275,Malta,618
35273,Maldives,1773
35272,Malaysia,7819
35271,Malawi,284
35270,Madagascar,771
35282,Mongolia,179
35276,Marshall Islands,0
35283,Montenegro,324
35299,Oman,11437
35285,Mozambique,254
35286,Namibia,24
35287,Nepal,1572
35288,Netherlands,101
35289,Netherlands,6
35290,Netherlands,19
35291,Netherlands,77
35292,Netherlands,46442
35293,New Zealand,1504
35294,Nicaragua,759
35295,Niger,958
35296,Nigeria,10162
35297,North Macedonia,2226
35298,Norway,8440
35284,Morocco,7807
35269,MS Zaandam,9
35253,Jordan,739
35267,Lithuania,1675
35236,Guinea,3706
35300,Pakistan,72460
35237,Guinea-Bissau,1256
35238,Guyana,153
35239,Haiti,2124
35240,Holy See,12
35241,Honduras,5202
35242,Hungary,3876
35243,Iceland,1806
35244,India,190609
35245,Indonesia,26473
35246,Iran,151466
35247,Iraq,6439
35248,Ireland,24990
35249,Israel,17071
35250,Italy,232997
35251,Jamaica,586
35266,Liechtenstein,82
35265,Libya,156
35264,Liberia,288
35263,Lesotho,2
35262,Lebanon,1220
35261,Latvia,1066
35268,Luxembourg,4018
35260,Laos,19
35258,Kuwait,27043
35257,Kosovo,1070
35256,"Korea, South",11503
35255,Kenya,1962
35254,Kazakhstan,10858
35252,Japan,16751
35259,Kyrgyzstan,1748
35301,Panama,13463
35335,Syria,122
35303,Paraguay,986
35340,Timor-Leste,24
35341,Togo,442
35342,Trinidad and Tobago,117
35343,Tunisia,1077
35344,Turkey,163942
35345,US,1794196
35346,Uganda,417
35347,Ukraine,23672
35348,United Arab Emirates,34557
35349,United Kingdom,3
35350,United Kingdom,140
35351,United Kingdom,8
35352,United Kingdom,141
35353,United Kingdom,560
35339,Thailand,3081
35354,United Kingdom,13
35356,United Kingdom,336
35357,United Kingdom,11
35358,United Kingdom,12
35359,United Kingdom,256145
35360,Uruguay,823
35361,Uzbekistan,3623
35362,Vanuatu,0
35363,Venezuela,1510
35364,Vietnam,328
35365,West Bank and Gaza,448
35366,Western Sahara,9
35367,Yemen,323
35368,Zambia,1057
35369,Zimbabwe,178
35355,United Kingdom,170
35338,Tanzania,509
35337,Tajikistan,3930
35336,Taiwan,442
35304,Peru,164476
35305,Philippines,18086
35306,Poland,23786
35307,Portugal,32500
35308,Qatar,56910
35309,Romania,19257
35310,Russia,405843
35311,Rwanda,370
35312,Saint Kitts and Nevis,15
35313,Saint Lucia,18
35314,Saint Vincent and the Grenadines,26
35315,San Marino,671
35316,Sao Tome and Principe,483
35317,Saudi Arabia,85261
35318,Senegal,3645
35319,Serbia,11412
35320,Seychelles,11
35334,Switzerland,30862
35333,Sweden,38661
35332,Suriname,23
35331,Sudan,5026
35330,Sri Lanka,1633
35329,Spain,239479
35302,Papua New Guinea,8
35328,South Sudan,994
35326,Somalia,1976
35325,Solomon Islands,0
35324,Slovenia,1473
35323,Slovakia,1521
35322,Singapore,34884
35321,Sierra Leone,861
35327,South Africa,32683
35235,Guatemala,5087
35234,Grenada,23
35232,Ghana,8070
35134,Burma,224
35135,Burundi,63
35136,Cabo Verde,435
35137,Cambodia,125
35138,Cameroon,5904
35139,Canada,7010
35140,Canada,2573
35141,Canada,1
35142,Canada,13
35143,Canada,295
35144,Canada,132
35145,Canada,261
35146,Canada,5
35147,Canada,1056
35133,Burkina Faso,847
35148,Canada,29390
35150,Canada,51059
35151,Canada,646
35152,Canada,11
35153,Canada,0
35154,Central African Republic,1011
35155,Chad,778
35156,Chile,123550
35157,China,991
35158,China,593
35159,China,579
35160,China,358
35161,China,139
35162,China,1595
35163,China,254
35149,Canada,27
35164,China,147
35132,Bulgaria,2513
35130,Brazil,514849
35100,Afghanistan,15205
35101,Albania,1137
35102,Algeria,9394
35103,Andorra,764
35104,Angola,86
35105,Antigua and Barbuda,26
35106,Argentina,16851
35107,Armenia,9282
35108,Australia,107
35109,Australia,3098
35110,Australia,29
35111,Australia,1058
35112,Australia,440
35113,Australia,228
35131,Brunei,141
35114,Australia,1653
35116,Austria,16731
35117,Azerbaijan,5494
35118,Bahamas,102
35119,Bahrain,11398
35120,Bangladesh,47153
35121,Barbados,92
35122,Belarus,42556
35123,Belgium,58381
35124,Belize,18
35125,Benin,232
35126,Bhutan,43
35127,Bolivia,9982
35128,Bosnia and Herzegovina,2510
35129,Botswana,35
35115,Australia,589
35165,China,169
35233,Greece,2917
35167,China,945
35202,Denmark,11669
35203,Diamond Princess,712
35204,Djibouti,3354
35205,Dominica,16
35206,Dominican Republic,17285
35207,Ecuador,39098
35208,Egypt,24985
35209,El Salvador,2517
35210,Equatorial Guinea,1306
35211,Eritrea,39
35212,Estonia,1869
35213,Eswatini,285
35214,Ethiopia,1172
35166,China,328
35201,Denmark,13
35216,Finland,6859
35218,France,60
35219,France,162
35220,France,200
35221,France,1699
35222,France,19
35223,France,471
35224,France,6
35225,France,1
35226,France,41
35227,France,185851
35228,Gabon,2655
35229,Gambia,25
35230,Georgia,783
35231,Germany,183410
35217,France,499
