,country,cases
13616,Finland,59
13602,Denmark,615
13617,France,5
13619,France,0
13620,France,3
13621,France,0
13622,France,0
13623,France,1
13624,France,1
13625,France,0
13626,France,2
13627,France,2281
13628,Gabon,0
13629,Gambia,0
13630,Georgia,24
13631,Germany,2078
13632,Ghana,0
13618,France,0
13601,Denmark,0
13615,Fiji,0
13599,Czechia,94
13600,Denmark,2
13569,China,129
13570,China,67781
13571,China,1018
13572,China,75
13573,China,631
13574,China,935
13575,China,93
13576,China,125
13577,China,10
13578,China,75
13579,China,18
13580,China,245
13581,China,760
13582,China,344
13568,China,1273
13584,China,539
13583,China,133
13597,Cuba,3
13596,Croatia,19
13595,Cote d'Ivoire,1
13594,Costa Rica,22
13593,Congo (Kinshasa),1
13592,Congo (Brazzaville),0
13598,Cyprus,6
13590,Colombia,9
13589,China,1215
13588,China,174
13587,China,76
13586,China,1
13585,China,136
13591,Comoros,0
13952,Mongolia,1
13951,Monaco,2
13950,Moldova,6
13949,Mexico,26
13948,Mauritius,0
13945,Malta,12
13946,Marshall Islands,0
13944,Mali,0
13943,Maldives,9
13942,Malaysia,197
13941,Malawi,0
13953,Montenegro,0
13947,Mauritania,0
13954,Morocco,7
13962,Netherlands,804
13956,Namibia,0
13957,Nepal,1
13958,Netherlands,2
13959,Netherlands,0
13960,Netherlands,0
13961,Netherlands,0
13963,New Zealand,5
13964,Nicaragua,0
13965,Niger,0
13966,Nigeria,2
13967,North Macedonia,14
13968,Norway,996
13969,Oman,19
13970,Pakistan,31
13955,Mozambique,0
13940,Madagascar,0
13907,Guinea-Bissau,0
13938,Luxembourg,34
13971,Panama,27
13908,Guyana,1
13909,Haiti,0
13910,Holy See,1
13911,Honduras,2
13912,Hungary,19
13913,Iceland,134
13914,India,82
13915,Indonesia,69
13916,Iran,11364
13917,Iraq,101
13918,Ireland,90
13919,Israel,126
13920,Italy,17660
13921,Jamaica,8
13922,Japan,733
13923,Jordan,1
13937,Lithuania,6
13936,Liechtenstein,1
13935,Libya,0
13934,Liberia,0
13933,Lesotho,0
13932,Lebanon,77
13939,MS Zaandam,0
13931,Latvia,17
13929,Kyrgyzstan,0
13928,Kuwait,80
13927,Kosovo,0
13926,"Korea, South",7979
13925,Kenya,1
13924,Kazakhstan,4
13930,Laos,0
13972,Papua New Guinea,0
14006,Taiwan,50
13974,Peru,28
14011,Togo,1
14012,Trinidad and Tobago,0
14013,Tunisia,16
14014,Turkey,5
14015,US,2219
14016,Uganda,0
14017,Ukraine,3
14018,United Arab Emirates,85
14019,United Kingdom,0
14020,United Kingdom,0
14021,United Kingdom,0
14022,United Kingdom,1
14023,United Kingdom,2
14024,United Kingdom,0
14010,Timor-Leste,0
14025,United Kingdom,1
14027,United Kingdom,0
14028,United Kingdom,0
14029,United Kingdom,2266
14030,Uruguay,4
14031,Uzbekistan,0
14032,Vanuatu,0
14033,Venezuela,0
14034,Vietnam,47
14035,West Bank and Gaza,31
14036,Western Sahara,0
14037,Yemen,0
14038,Zambia,0
14039,Zimbabwe,0
13906,Guinea,1
14026,United Kingdom,0
14009,Thailand,75
14008,Tanzania,0
14007,Tajikistan,0
13975,Philippines,64
13976,Poland,68
13977,Portugal,112
13978,Qatar,320
13979,Romania,89
13980,Russia,45
13981,Rwanda,0
13982,Saint Kitts and Nevis,0
13983,Saint Lucia,0
13984,Saint Vincent and the Grenadines,0
13985,San Marino,80
13986,Sao Tome and Principe,0
13987,Saudi Arabia,86
13988,Senegal,10
13989,Serbia,35
13990,Seychelles,0
13991,Sierra Leone,0
14005,Syria,0
14004,Switzerland,1139
14003,Sweden,923
14002,Suriname,0
14001,Sudan,1
14000,Sri Lanka,6
13973,Paraguay,6
13999,Spain,5232
13997,South Africa,24
13996,Somalia,0
13995,Solomon Islands,0
13994,Slovenia,141
13993,Slovakia,32
13992,Singapore,200
13998,South Sudan,0
13905,Guatemala,0
13904,Grenada,0
13903,Greece,190
13805,Burundi,0
13806,Cabo Verde,0
13807,Cambodia,5
13808,Cameroon,2
13809,Canada,29
13810,Canada,64
13811,Canada,0
13812,Canada,2
13813,Canada,4
13814,Canada,1
13815,Canada,0
13816,Canada,0
13817,Canada,0
13818,Canada,74
13804,Burma,0
13819,Canada,0
13821,Canada,2
13822,Canada,0
13823,Canada,0
13824,Central African Republic,0
13825,Chad,0
13826,Chile,55
13827,China,990
13828,China,436
13829,China,576
13830,China,296
13831,China,127
13832,China,1356
13833,China,252
13834,China,146
13820,Canada,17
13835,China,168
13803,Burkina Faso,2
13801,Brunei,37
13771,Albania,33
13772,Algeria,26
13773,Andorra,1
13774,Angola,0
13775,Antigua and Barbuda,1
13776,Argentina,31
13777,Armenia,8
13778,Australia,1
13779,Australia,92
13780,Australia,1
13781,Australia,35
13782,Australia,16
13783,Australia,5
13784,Australia,36
13802,Bulgaria,23
13785,Australia,14
13787,Azerbaijan,15
13788,Bahamas,0
13789,Bahrain,195
13790,Bangladesh,3
13791,Barbados,0
13792,Belarus,27
13793,Belgium,559
13794,Belize,0
13795,Benin,0
13796,Bhutan,1
13797,Bolivia,3
13798,Bosnia and Herzegovina,13
13799,Botswana,0
13800,Brazil,151
13786,Austria,504
13836,China,318
13770,Afghanistan,7
13838,China,1273
13873,Diamond Princess,706
13874,Djibouti,0
13875,Dominica,0
13876,Dominican Republic,5
13877,Ecuador,17
13878,Egypt,80
13879,El Salvador,0
13880,Equatorial Guinea,0
13881,Eritrea,0
13882,Estonia,79
13883,Eswatini,0
13884,Ethiopia,1
13885,Fiji,0
13837,China,482
13872,Denmark,801
13887,France,5
13889,France,1
13890,France,3
13891,France,0
13892,France,0
13893,France,5
13894,France,1
13895,France,0
13896,France,2
13897,France,3661
13898,Gabon,0
13899,Gambia,0
13900,Georgia,25
13901,Germany,3675
13902,Ghana,0
13888,France,3
13871,Denmark,0
13886,Finland,155
13869,Czechia,141
13870,Denmark,3
13839,China,134
13840,China,67786
13841,China,1018
13842,China,75
13843,China,631
13844,China,935
13845,China,93
13846,China,125
13848,China,75
13849,China,18
13850,China,245
13851,China,760
13852,China,346
13853,China,133
13847,China,10
13855,China,136
13854,China,539
13867,Cuba,4
13866,Croatia,32
13865,Cote d'Ivoire,1
13864,Costa Rica,23
13863,Congo (Kinshasa),2
13862,Congo (Brazzaville),0
13868,Cyprus,14
13860,Colombia,13
13859,China,1215
13858,China,174
13857,China,76
13856,China,1
13861,Comoros,0
14222,Mongolia,1
14221,Monaco,2
14220,Moldova,12
14219,Mexico,41
14218,Mauritius,0
14217,Mauritania,1
14214,Mali,0
14215,Malta,18
14213,Maldives,10
14212,Malaysia,238
14211,Malawi,0
14223,Montenegro,0
14216,Marshall Islands,0
14224,Morocco,17
14240,Pakistan,53
14226,Namibia,2
14227,Nepal,1
14228,Netherlands,2
14229,Netherlands,0
14230,Netherlands,1
14231,Netherlands,0
14232,Netherlands,959
14233,New Zealand,6
14234,Nicaragua,0
14235,Niger,0
14236,Nigeria,2
14237,North Macedonia,14
14238,Norway,1090
14239,Oman,19
14225,Mozambique,0
14210,Madagascar,0
14177,Guinea-Bissau,0
14208,Luxembourg,51
14241,Panama,36
14178,Guyana,1
14179,Haiti,0
14180,Holy See,1
14181,Honduras,2
14182,Hungary,30
14183,Iceland,156
14184,India,102
14185,Indonesia,96
14186,Iran,12729
14187,Iraq,110
14188,Ireland,129
14189,Israel,155
14190,Italy,21157
14191,Jamaica,8
14192,Japan,795
14193,Jordan,1
14207,Lithuania,8
14206,Liechtenstein,4
14205,Libya,0
14204,Liberia,0
14203,Lesotho,0
14202,Lebanon,93
14209,MS Zaandam,0
14201,Latvia,26
14199,Kyrgyzstan,0
14198,Kuwait,104
14197,Kosovo,2
14196,"Korea, South",8086
14195,Kenya,1
14194,Kazakhstan,6
14200,Laos,0
14242,Papua New Guinea,0
14275,Syria,0
14244,Peru,38
14280,Timor-Leste,0
14281,Togo,1
14282,Trinidad and Tobago,2
14283,Tunisia,18
14284,Turkey,5
14285,US,2978
14286,Uganda,0
14287,Ukraine,3
14288,United Arab Emirates,85
14289,United Kingdom,0
14290,United Kingdom,0
14291,United Kingdom,0
14292,United Kingdom,1
14293,United Kingdom,2
14279,Thailand,82
14294,United Kingdom,0
14296,United Kingdom,0
14297,United Kingdom,0
14298,United Kingdom,0
14299,United Kingdom,2630
14300,Uruguay,6
14301,Uzbekistan,0
14302,Vanuatu,0
14303,Venezuela,2
14304,Vietnam,53
14305,West Bank and Gaza,35
14306,Western Sahara,0
14307,Yemen,0
14308,Zambia,0
14176,Guinea,1
14295,United Kingdom,1
14243,Paraguay,6
14278,Tanzania,0
14276,Taiwan,53
14245,Philippines,111
14246,Poland,103
14247,Portugal,169
14248,Qatar,337
14249,Romania,123
14250,Russia,59
14251,Rwanda,1
14252,Saint Kitts and Nevis,0
14253,Saint Lucia,1
14254,Saint Vincent and the Grenadines,1
14255,San Marino,80
14256,Sao Tome and Principe,0
14257,Saudi Arabia,103
14258,Senegal,10
14277,Tajikistan,0
14259,Serbia,46
14261,Sierra Leone,0
14262,Singapore,212
14263,Slovakia,44
14264,Slovenia,181
14265,Solomon Islands,0
14266,Somalia,0
14267,South Africa,38
14268,South Sudan,0
14269,Spain,6391
14270,Sri Lanka,10
14271,Sudan,1
14272,Suriname,1
14273,Sweden,994
14274,Switzerland,1359
14260,Seychelles,2
14175,Guatemala,1
14309,Zimbabwe,0
14173,Greece,228
14074,Burma,0
14075,Burundi,0
14076,Cabo Verde,0
14077,Cambodia,7
14078,Cameroon,2
14079,Canada,29
14080,Canada,64
14081,Canada,0
14082,Canada,2
14083,Canada,4
14084,Canada,1
14085,Canada,0
14086,Canada,0
14087,Canada,0
14073,Burkina Faso,2
14088,Canada,79
14090,Canada,17
14091,Canada,2
14092,Canada,0
14093,Canada,0
14094,Central African Republic,0
14095,Chad,0
14096,Chile,88
14097,China,990
14098,China,437
14099,China,576
14100,China,296
14101,China,129
14102,China,1356
14103,China,252
14089,Canada,0
14104,China,146
14072,Bulgaria,41
14070,Brazil,151
14040,Afghanistan,11
14041,Albania,38
14042,Algeria,37
14043,Andorra,1
14044,Angola,0
14045,Antigua and Barbuda,1
14046,Argentina,34
14047,Armenia,18
14048,Australia,1
14049,Australia,112
14050,Australia,1
14051,Australia,46
14052,Australia,19
14053,Australia,5
14071,Brunei,40
14054,Australia,49
14056,Austria,655
14057,Azerbaijan,15
14058,Bahamas,0
14059,Bahrain,210
14060,Bangladesh,3
14061,Barbados,0
14062,Belarus,27
14063,Belgium,689
14064,Belize,0
14065,Benin,0
14066,Bhutan,1
14067,Bolivia,10
14068,Bosnia and Herzegovina,18
14069,Botswana,0
14055,Australia,17
14105,China,168
14174,Grenada,0
14107,China,482
14143,Diamond Princess,706
14144,Djibouti,0
14145,Dominica,0
14146,Dominican Republic,11
14147,Ecuador,28
14148,Egypt,109
14149,El Salvador,0
14150,Equatorial Guinea,0
14151,Eritrea,0
14152,Estonia,115
14153,Eswatini,1
14154,Ethiopia,1
14106,China,318
14156,Finland,225
14142,Denmark,827
14157,France,5
14159,France,1
14160,France,9
14161,France,0
14162,France,0
14163,France,6
14164,France,1
14165,France,0
14166,France,2
14167,France,4469
14168,Gabon,1
14169,Gambia,0
14170,Georgia,30
14171,Germany,4585
14172,Ghana,3
14158,France,3
14141,Denmark,0
14155,Fiji,0
14139,Czechia,189
14140,Denmark,9
14109,China,140
14110,China,67790
14111,China,1018
14112,China,75
14113,China,631
14114,China,935
14115,China,93
14116,China,125
14117,China,10
14118,China,75
14119,China,18
14120,China,245
14121,China,760
14122,China,353
14108,China,1273
14124,China,539
14123,China,133
14137,Cuba,4
14136,Croatia,38
14135,Cote d'Ivoire,1
14134,Costa Rica,26
14133,Congo (Kinshasa),2
14132,Congo (Brazzaville),0
14138,Cyprus,26
14130,Colombia,22
14129,China,1227
14128,China,174
14127,China,76
14126,China,1
14125,China,136
14131,Comoros,0
14492,Mongolia,1
14491,Monaco,2
14490,Moldova,23
14489,Mexico,53
14488,Mauritius,0
14485,Malta,21
14486,Marshall Islands,0
14484,Mali,0
14483,Maldives,13
14482,Malaysia,428
14481,Malawi,0
14493,Montenegro,0
14487,Mauritania,1
14494,Morocco,28
14502,Netherlands,1135
14496,Namibia,2
14497,Nepal,1
14498,Netherlands,2
14499,Netherlands,0
14500,Netherlands,1
14501,Netherlands,0
14503,New Zealand,8
14504,Nicaragua,0
14505,Niger,0
14506,Nigeria,2
14507,North Macedonia,14
14508,Norway,1221
14509,Oman,22
14510,Pakistan,136
14495,Mozambique,0
14480,Madagascar,0
14447,Guinea-Bissau,0
14478,Luxembourg,59
14511,Panama,43
14448,Guyana,4
14449,Haiti,0
14450,Holy See,1
14451,Honduras,3
14452,Hungary,32
14453,Iceland,171
14454,India,113
14455,Indonesia,117
14456,Iran,13938
14457,Iraq,116
14458,Ireland,129
14459,Israel,213
14460,Italy,24747
14461,Jamaica,10
14462,Japan,826
14463,Jordan,8
14477,Lithuania,12
14476,Liechtenstein,4
14475,Libya,0
14474,Liberia,0
14473,Lesotho,0
14472,Lebanon,110
14479,MS Zaandam,0
14471,Latvia,30
14469,Kyrgyzstan,0
14468,Kuwait,112
14467,Kosovo,5
14466,"Korea, South",8162
14465,Kenya,3
14464,Kazakhstan,9
14470,Laos,0
14512,Papua New Guinea,0
14545,Syria,0
14514,Peru,43
14550,Timor-Leste,0
14551,Togo,1
14552,Trinidad and Tobago,2
14553,Tunisia,18
14554,Turkey,6
14555,US,3212
14556,Uganda,0
14557,Ukraine,3
14558,United Arab Emirates,98
14559,United Kingdom,0
14560,United Kingdom,0
14561,United Kingdom,0
14562,United Kingdom,1
14563,United Kingdom,3
14549,Thailand,114
14564,United Kingdom,0
14566,United Kingdom,0
14567,United Kingdom,0
14568,United Kingdom,0
14569,United Kingdom,3072
14570,Uruguay,8
14571,Uzbekistan,1
14572,Vanuatu,0
14573,Venezuela,10
14574,Vietnam,56
14575,West Bank and Gaza,38
14576,Western Sahara,0
14577,Yemen,0
14578,Zambia,0
14446,Guinea,1
14565,United Kingdom,1
14513,Paraguay,6
14548,Tanzania,0
14546,Taiwan,59
14515,Philippines,140
14516,Poland,119
14517,Portugal,245
14518,Qatar,401
14519,Romania,131
14520,Russia,63
14521,Rwanda,1
14522,Saint Kitts and Nevis,0
14523,Saint Lucia,2
14524,Saint Vincent and the Grenadines,1
14525,San Marino,101
14526,Sao Tome and Principe,0
14527,Saudi Arabia,103
14528,Senegal,24
14547,Tajikistan,0
14529,Serbia,48
14531,Sierra Leone,0
14532,Singapore,226
14533,Slovakia,54
14534,Slovenia,219
14535,Solomon Islands,0
14536,Somalia,0
14537,South Africa,51
14538,South Sudan,0
14539,Spain,7798
14540,Sri Lanka,18
14541,Sudan,1
14542,Suriname,1
14543,Sweden,1063
14544,Switzerland,2200
14530,Seychelles,2
14445,Guatemala,1
14579,Zimbabwe,0
14443,Greece,331
14344,Burma,0
14345,Burundi,0
14346,Cabo Verde,0
14347,Cambodia,7
14348,Cameroon,2
14349,Canada,39
14350,Canada,73
14351,Canada,0
14352,Canada,2
14353,Canada,4
14354,Canada,2
14355,Canada,1
14356,Canada,0
14357,Canada,0
14343,Burkina Faso,3
14358,Canada,104
14360,Canada,24
14361,Canada,2
14362,Canada,0
14363,Canada,0
14364,Central African Republic,1
14365,Chad,0
14366,Chile,101
14367,China,990
14368,China,442
14369,China,576
14370,China,296
14371,China,133
14372,China,1360
14373,China,252
14359,Canada,1
14374,China,146
14342,Bulgaria,51
14340,Brazil,162
14310,Afghanistan,16
14311,Albania,42
14312,Algeria,48
14313,Andorra,1
14314,Angola,0
14315,Antigua and Barbuda,1
14316,Argentina,45
14317,Armenia,26
14318,Australia,1
14319,Australia,134
14320,Australia,1
14321,Australia,61
14322,Australia,20
14323,Australia,6
14341,Brunei,50
14324,Australia,57
14326,Austria,860
14327,Azerbaijan,23
14328,Bahamas,0
14329,Bahrain,214
14330,Bangladesh,5
14331,Barbados,0
14332,Belarus,27
14333,Belgium,886
14334,Belize,0
14335,Benin,0
14336,Bhutan,1
14337,Bolivia,10
14338,Bosnia and Herzegovina,24
14339,Botswana,0
14325,Australia,17
14375,China,168
14444,Grenada,0
14377,China,482
14413,Diamond Princess,706
14414,Djibouti,0
14415,Dominica,0
14416,Dominican Republic,11
14417,Ecuador,28
14418,Egypt,110
14419,El Salvador,0
14420,Equatorial Guinea,1
14421,Eritrea,0
14422,Estonia,171
14423,Eswatini,1
14424,Ethiopia,1
14376,China,318
14426,Finland,244
14412,Denmark,864
14427,France,7
14429,France,3
14430,France,9
14431,France,1
14432,France,0
14433,France,7
14434,France,1
14435,France,0
14436,France,2
14437,France,4499
14438,Gabon,1
14439,Gambia,0
14440,Georgia,33
14441,Germany,5795
14442,Ghana,6
14428,France,3
14411,Denmark,0
14425,Fiji,0
14409,Czechia,253
14410,Denmark,11
14379,China,145
14380,China,67794
14381,China,1018
14382,China,75
14383,China,631
14384,China,935
14385,China,93
14386,China,125
14387,China,10
14388,China,75
14389,China,18
14390,China,245
14391,China,760
14392,China,353
14378,China,1273
14394,China,539
14393,China,133
14407,Cuba,4
14406,Croatia,49
14405,Cote d'Ivoire,1
14404,Costa Rica,27
14403,Congo (Kinshasa),2
14402,Congo (Brazzaville),1
14408,Cyprus,26
14400,Colombia,34
14399,China,1231
14398,China,174
14397,China,76
14396,China,1
14395,China,136
14401,Comoros,0
14761,Monaco,7
14760,Moldova,23
14759,Mexico,82
14758,Mauritius,0
14757,Mauritania,1
14754,Mali,0
14755,Malta,30
14753,Maldives,13
14752,Malaysia,566
14751,Malawi,0
14750,Madagascar,0
14762,Mongolia,1
14756,Marshall Islands,0
14763,Montenegro,0
14771,Netherlands,0
14765,Mozambique,0
14766,Namibia,2
14767,Nepal,1
14768,Netherlands,2
14769,Netherlands,0
14770,Netherlands,1
14772,Netherlands,1413
14773,New Zealand,8
14774,Nicaragua,0
14775,Niger,0
14776,Nigeria,2
14777,North Macedonia,18
14778,Norway,1333
14779,Oman,22
14764,Morocco,29
14749,MS Zaandam,0
14716,Guinea,1
14747,Lithuania,17
14780,Pakistan,236
14717,Guinea-Bissau,0
14718,Guyana,4
14719,Haiti,0
14720,Holy See,1
14721,Honduras,6
14722,Hungary,39
14723,Iceland,180
14724,India,119
14725,Indonesia,134
14726,Iran,14991
14727,Iraq,124
14728,Ireland,169
14729,Israel,218
14730,Italy,27980
14731,Jamaica,10
14732,Japan,843
14746,Liechtenstein,4
14745,Libya,0
14744,Liberia,1
14743,Lesotho,0
14742,Lebanon,110
14741,Latvia,34
14748,Luxembourg,77
14740,Laos,0
14738,Kuwait,123
14737,Kosovo,13
14736,"Korea, South",8236
14735,Kenya,3
14734,Kazakhstan,10
14733,Jordan,17
14739,Kyrgyzstan,0
14781,Panama,55
14815,Syria,0
14783,Paraguay,8
14820,Timor-Leste,0
14821,Togo,1
14822,Trinidad and Tobago,4
14823,Tunisia,20
14824,Turkey,18
14825,US,4679
14826,Uganda,0
14827,Ukraine,7
14828,United Arab Emirates,98
14829,United Kingdom,0
14830,United Kingdom,0
14831,United Kingdom,0
14832,United Kingdom,1
14833,United Kingdom,6
14819,Thailand,147
14834,United Kingdom,0
14836,United Kingdom,0
14837,United Kingdom,0
14838,United Kingdom,0
14839,United Kingdom,3684
14840,Uruguay,29
14841,Uzbekistan,6
14842,Vanuatu,0
14843,Venezuela,17
14844,Vietnam,61
14845,West Bank and Gaza,38
14846,Western Sahara,0
14847,Yemen,0
14848,Zambia,0
14715,Guatemala,2
14835,United Kingdom,1
14818,Tanzania,1
14817,Tajikistan,0
14816,Taiwan,67
14784,Peru,86
14785,Philippines,142
14786,Poland,177
14787,Portugal,331
14788,Qatar,439
14789,Romania,158
14790,Russia,90
14791,Rwanda,5
14792,Saint Kitts and Nevis,0
14793,Saint Lucia,2
14794,Saint Vincent and the Grenadines,1
14795,San Marino,109
14796,Sao Tome and Principe,0
14797,Saudi Arabia,118
14798,Senegal,24
14799,Serbia,55
14800,Seychelles,3
14814,Switzerland,2200
14813,Sweden,1146
14812,Suriname,1
14811,Sudan,1
14810,Sri Lanka,28
14809,Spain,9942
14782,Papua New Guinea,0
14808,South Sudan,0
14806,Somalia,1
14805,Solomon Islands,0
14804,Slovenia,253
14803,Slovakia,63
14802,Singapore,243
14801,Sierra Leone,0
14807,South Africa,62
14849,Zimbabwe,0
14714,Grenada,0
14712,Ghana,6
14614,Burma,0
14615,Burundi,0
14616,Cabo Verde,0
14617,Cambodia,7
14618,Cameroon,4
14619,Canada,56
14620,Canada,103
14621,Canada,0
14622,Canada,2
14623,Canada,7
14624,Canada,6
14625,Canada,1
14626,Canada,0
14627,Canada,5
14612,Bulgaria,52
14628,Canada,177
14630,Canada,50
14631,Canada,7
14632,Canada,0
14633,Canada,0
14634,Central African Republic,1
14635,Chad,0
14636,Chile,182
14637,China,990
14638,China,452
14639,China,576
14640,China,296
14641,China,133
14642,China,1361
14643,China,252
14629,Canada,1
14644,China,146
14611,Brunei,54
14609,Botswana,0
14713,Greece,331
14580,Afghanistan,21
14581,Albania,51
14582,Algeria,54
14583,Andorra,2
14584,Angola,0
14585,Antigua and Barbuda,1
14586,Argentina,56
14587,Armenia,52
14588,Australia,2
14589,Australia,171
14590,Australia,1
14591,Australia,68
14592,Australia,29
14610,Brazil,200
14593,Australia,7
14595,Australia,28
14596,Austria,1018
14597,Azerbaijan,28
14598,Bahamas,1
14599,Bahrain,214
14600,Bangladesh,8
14601,Barbados,0
14602,Belarus,36
14603,Belgium,1058
14604,Belize,0
14605,Benin,1
14606,Bhutan,1
14607,Bolivia,11
14608,Bosnia and Herzegovina,25
14594,Australia,71
14645,China,168
14613,Burkina Faso,15
14647,China,482
14682,Denmark,914
14683,Diamond Princess,706
14684,Djibouti,0
14685,Dominica,0
14686,Dominican Republic,11
14687,Ecuador,37
14688,Egypt,150
14689,El Salvador,0
14690,Equatorial Guinea,1
14691,Eritrea,0
14692,Estonia,205
14693,Eswatini,1
14694,Ethiopia,5
14695,Fiji,0
14681,Denmark,1
14696,Finland,277
14698,France,3
14699,France,6
14700,France,15
14701,France,1
14702,France,0
14703,France,9
14704,France,3
14705,France,0
14706,France,2
14707,France,6633
14708,Gabon,1
14709,Gambia,0
14710,Georgia,33
14646,China,318
14697,France,11
14680,Denmark,18
14711,Germany,7272
14678,Cyprus,33
14679,Czechia,298
14649,China,155
14650,China,67798
14651,China,1018
14652,China,75
14653,China,631
14654,China,935
14655,China,93
14656,China,125
14657,China,11
14658,China,75
14659,China,18
14660,China,245
14661,China,760
14662,China,355
14648,China,1273
14664,China,539
14663,China,133
14677,Cuba,4
14676,Croatia,57
14675,Cote d'Ivoire,1
14673,Congo (Kinshasa),2
14672,Congo (Brazzaville),1
14674,Costa Rica,35
14670,Colombia,57
14669,China,1231
14668,China,176
14667,China,76
14666,China,1
14665,China,136
14671,Comoros,0
15029,Mexico,93
15033,Montenegro,2
15032,Mongolia,5
15031,Monaco,7
15030,Moldova,30
15028,Mauritius,0
15021,Malawi,0
15026,Marshall Islands,0
15025,Malta,38
15024,Mali,0
15023,Maldives,13
15022,Malaysia,673
15050,Pakistan,299
15027,Mauritania,1
15034,Morocco,38
15041,Netherlands,0
15036,Namibia,2
15037,Nepal,1
15038,Netherlands,3
15039,Netherlands,0
15040,Netherlands,3
15042,Netherlands,1705
15043,New Zealand,12
15044,Nicaragua,0
15045,Niger,0
15046,Nigeria,3
15047,North Macedonia,26
15048,Norway,1463
15049,Oman,24
15020,Madagascar,0
15035,Mozambique,0
15019,MS Zaandam,0
15003,Jordan,34
15017,Lithuania,25
15051,Panama,69
14987,Guinea-Bissau,0
14988,Guyana,7
14989,Haiti,0
14990,Holy See,1
14991,Honduras,8
14992,Hungary,50
14993,Iceland,220
14994,India,142
14995,Indonesia,172
14996,Iran,16169
14997,Iraq,154
14998,Ireland,223
14999,Israel,250
15018,Luxembourg,140
15000,Italy,31506
15002,Japan,893
15004,Kazakhstan,33
15005,Kenya,3
15006,"Korea, South",8320
15007,Kosovo,16
15008,Kuwait,130
15009,Kyrgyzstan,0
15010,Laos,0
15011,Latvia,49
15012,Lebanon,120
15013,Lesotho,0
15014,Liberia,1
15015,Libya,0
15016,Liechtenstein,7
15001,Jamaica,12
15052,Papua New Guinea,0
14986,Guinea,1
15054,Peru,117
15089,Thailand,177
15090,Timor-Leste,0
15091,Togo,1
15092,Trinidad and Tobago,5
15093,Tunisia,24
15094,Turkey,47
15095,US,6512
15096,Uganda,0
15097,Ukraine,14
15098,United Arab Emirates,98
15099,United Kingdom,0
15100,United Kingdom,0
15101,United Kingdom,0
15102,United Kingdom,1
15088,Tanzania,1
15103,United Kingdom,6
15105,United Kingdom,3
15106,United Kingdom,0
15107,United Kingdom,0
15108,United Kingdom,0
15109,United Kingdom,4452
15110,Uruguay,50
15111,Uzbekistan,10
15112,Vanuatu,0
15113,Venezuela,33
15114,Vietnam,66
15115,West Bank and Gaza,39
15116,Western Sahara,0
15117,Yemen,0
15118,Zambia,0
15104,United Kingdom,0
15053,Paraguay,9
15087,Tajikistan,0
15085,Syria,0
15055,Philippines,187
15056,Poland,238
15057,Portugal,448
15058,Qatar,439
15059,Romania,184
15060,Russia,114
15061,Rwanda,7
15062,Saint Kitts and Nevis,0
15063,Saint Lucia,2
15064,Saint Vincent and the Grenadines,1
15065,San Marino,109
15066,Sao Tome and Principe,0
15067,Saudi Arabia,171
15068,Senegal,26
15086,Taiwan,77
15069,Serbia,65
15071,Sierra Leone,0
15072,Singapore,266
15073,Slovakia,72
15074,Slovenia,275
15075,Solomon Islands,0
15076,Somalia,1
15077,South Africa,62
15078,South Sudan,0
15079,Spain,11748
15080,Sri Lanka,44
15081,Sudan,1
15082,Suriname,1
15083,Sweden,1265
15084,Switzerland,2700
15070,Seychelles,4
14985,Guatemala,6
15119,Zimbabwe,0
14983,Greece,387
14884,Burma,0
14885,Burundi,0
14886,Cabo Verde,0
14887,Cambodia,33
14888,Cameroon,10
14889,Canada,74
14890,Canada,103
14891,Canada,0
14892,Canada,8
14893,Canada,8
14894,Canada,8
14895,Canada,3
14896,Canada,0
14897,Canada,7
14883,Burkina Faso,15
14898,Canada,185
14900,Canada,74
14901,Canada,7
14902,Canada,0
14903,Canada,0
14904,Central African Republic,1
14905,Chad,0
14906,Chile,228
14907,China,990
14908,China,456
14909,China,576
14910,China,296
14911,China,133
14912,China,1364
14913,China,253
14899,Canada,1
14914,China,147
14882,Bulgaria,67
14880,Brazil,321
14850,Afghanistan,22
14851,Albania,55
14852,Algeria,60
14853,Andorra,39
14854,Angola,0
14855,Antigua and Barbuda,1
14856,Argentina,68
14857,Armenia,78
14858,Australia,2
14859,Australia,210
14860,Australia,1
14861,Australia,78
14862,Australia,29
14863,Australia,7
14881,Brunei,56
14864,Australia,94
14866,Austria,1332
14867,Azerbaijan,28
14868,Bahamas,1
14869,Bahrain,228
14870,Bangladesh,10
14871,Barbados,2
14872,Belarus,36
14873,Belgium,1243
14874,Belize,0
14875,Benin,1
14876,Bhutan,1
14877,Bolivia,11
14878,Bosnia and Herzegovina,26
14879,Botswana,0
14865,Australia,31
14915,China,168
14984,Grenada,0
14917,China,482
14953,Diamond Princess,706
14954,Djibouti,0
14955,Dominica,0
14956,Dominican Republic,21
14957,Ecuador,58
14958,Egypt,196
14959,El Salvador,0
14960,Equatorial Guinea,1
14961,Eritrea,0
14962,Estonia,225
14963,Eswatini,1
14964,Ethiopia,5
14916,China,318
14966,Finland,321
14952,Denmark,977
14967,France,11
14969,France,18
14970,France,16
14971,France,1
14972,France,0
14973,France,9
14974,France,3
14975,France,0
14976,France,2
14977,France,7652
14978,Gabon,1
14979,Gambia,1
14980,Georgia,34
14981,Germany,9257
14982,Ghana,7
14968,France,3
14951,Denmark,1
14965,Fiji,0
